Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftEyePupilSize;RightEyeStatus;RightEyeForward;RightEyePosition;RightEyePupilSize;FocusDistance;FocusStability
76251;1000024521218138200;63726205834326;(0.041, -0.088, 0.125);(3.263, 4.508, 2.346);VALID;-0.0903042033314705, 0.00348786823451519, 0.995908141136169;0, 0, 0;VALID;-0.0913739129900932, -0.00184591882862151, 0.995814919471741;-0.0294735506176949, 0, 0;0.198504403233528;VALID;-0.089231826364994, 0.00882155168801546, 0.99597179889679;0.0294735506176949, 0, 0;0.17525640130043;2;0
76252;1000024521228132300;63726205834342;(0.040, -0.088, 0.126);(3.125, 3.953, 2.339);VALID;-0.0879357308149338, 0.00474122259765863, 0.99611485004425;0, 0, 0;VALID;-0.0893978998064995, -0.00040927086956799, 0.995995879173279;-0.0294735506176949, 0, 0;0.198330774903297;VALID;-0.0864710435271263, 0.00989157985895872, 0.996205270290375;0.0294735506176949, 0, 0;0.175573587417603;2;0
76253;1000024521238086900;63726205834342;(0.040, -0.088, 0.126);(3.125, 3.953, 2.339);VALID;-0.0846852958202362, 0.00525412755087018, 0.996393918991089;0, 0, 0;VALID;-0.0867013111710548, -0.00011222322791582, 0.996234357357025;-0.0294735506176949, 0, 0;0.197384104132652;VALID;-0.0826664865016937, 0.0106203053146601, 0.996520698070526;0.0294735506176949, 0, 0;0.175698518753052;2;0
76254;1000024521248160300;63726205834358;(0.039, -0.088, 0.126);(2.992, 3.424, 2.362);VALID;-0.0803150981664658, 0.00543877063319087, 0.996754705905914;0, 0, 0;VALID;-0.0825143679976463, 7.46461591916159E-05, 0.99658989906311;-0.0294735506176949, 0, 0;0.197943389415741;VALID;-0.0781131237745285, 0.0108027122914791, 0.99688595533371;0.0294735506176949, 0, 0;0.174506664276123;2;0
76255;1000024521258249900;63726205834376;(0.038, -0.088, 0.127);(2.868, 2.831, 2.363);VALID;-0.0745081678032875, 0.00559967150911689, 0.997204661369324;0, 0, 0;VALID;-0.0768099874258041, -5.63240137125831E-05, 0.997045755386353;-0.0294735506176949, 0, 0;0.197960749268532;VALID;-0.0722035616636276, 0.0112554579973221, 0.9973264336586;0.0294735506176949, 0, 0;0.175305500626564;2;0
76256;1000024521268187100;63726205834376;(0.038, -0.088, 0.127);(2.868, 2.831, 2.363);VALID;-0.0683674067258835, 0.00655622640624642, 0.997638642787933;0, 0, 0;VALID;-0.0706027671694756, 0.00154573633335531, 0.997503340244293;-0.0294735506176949, 0, 0;0.196679666638374;VALID;-0.0661299973726273, 0.0115665188059211, 0.997743964195251;0.0294735506176949, 0, 0;0.176038280129433;2;0
76257;1000024521278262900;63726205834392;(0.037, -0.088, 0.128);(2.739, 2.261, 2.329);VALID;-0.0620551481842995, 0.00579530699178576, 0.998055875301361;0, 0, 0;VALID;-0.0646432042121887, 0.000809317629318684, 0.997908115386963;-0.0294735506176949, 0, 0;0.197115302085876;VALID;-0.0594651289284229, 0.0107811130583286, 0.998172163963318;0.0294735506176949, 0, 0;0.175616517663002;2;0
76258;1000024521288189700;63726205834392;(0.037, -0.088, 0.128);(2.739, 2.261, 2.329);VALID;-0.048539150506258, 0.00685032270848751, 0.99879777431488;0, 0, 0;VALID;-0.0517437383532524, 0.00327194761484861, 0.998655021190643;-0.0294735506176949, 0, 0;0.196871772408485;VALID;-0.0453334413468838, 0.0104285394772887, 0.998917460441589;0.0294735506176949, 0, 0;0.175282150506973;2;0
76259;1000024521298235400;63726205834407;(0.036, -0.088, 0.128);(2.622, 1.750, 2.284);VALID;-0.0284213721752167, 0.00857325084507465, 0.999559283256531;0, 0, 0;VALID;-0.033489428460598, 0.00644179945811629, 0.999418318271637;-0.0294735506176949, 0, 0;0.195251107215881;VALID;-0.0233524590730667, 0.0107044419273734, 0.999669969081879;0.0294735506176949, 0, 0;0.176290601491928;2;0
76260;1000024521308347400;63726205834424;(0.035, -0.088, 0.129);(2.503, 1.132, 2.245);VALID;-0.00860736425966024, 0.0113885197788477, 0.999898076057434;0, 0, 0;VALID;-0.0144332284107804, 0.0110154040157795, 0.999835133552551;-0.0294735506176949, 0, 0;0.195365786552429;VALID;-0.00278120650909841, 0.0117612462490797, 0.99992698431015;0.0294735506176949, 0, 0;0.176117584109306;2;0
76261;1000024521318369200;63726205834424;(0.035, -0.088, 0.129);(2.503, 1.132, 2.245);VALID;0.00522248214110732, 0.0140119297429919, 0.999888181686401;0, 0, 0;VALID;-0.000625420885626227, 0.0149755263701081, 0.999887645244598;-0.0294735506176949, 0, 0;0.194447204470634;VALID;0.0110702021047473, 0.0130478413775563, 0.999853610992432;0.0294735506176949, 0, 0;0.176160231232643;2;0
76262;1000024521328316900;63726205834441;(0.033, -0.088, 0.130);(2.401, 0.503, 2.231);VALID;0.0164092145860195, 0.0145933805033565, 0.999758839607239;0, 0, 0;VALID;0.0111877890303731, 0.0162023510783911, 0.99980616569519;-0.0294735506176949, 0, 0;0.194971606135368;VALID;0.0216301511973143, 0.0129839740693569, 0.999681711196899;0.0294735506176949, 0, 0;0.175382405519485;2;0
76263;1000024521338325600;63726205834457;(0.032, -0.088, 0.131);(2.261, 359.920, 2.201);VALID;0.0254215355962515, 0.015142910182476, 0.99956214427948;0, 0, 0;VALID;0.021522518247366, 0.0174446627497673, 0.999616146087646;-0.0294735506176949, 0, 0;0.195032969117165;VALID;0.0293200314044952, 0.01284084841609, 0.999487578868866;0.0294735506176949, 0, 0;0.175001665949821;2;0
76264;1000024521348382100;63726205834457;(0.032, -0.088, 0.131);(2.261, 359.920, 2.201);VALID;0.03270173817873, 0.0152839915826917, 0.999348282814026;0, 0, 0;VALID;0.0295341704040766, 0.0180164538323879, 0.999401390552521;-0.0294735506176949, 0, 0;0.194871664047241;VALID;0.0358687303960323, 0.0125512620434165, 0.999277710914612;0.0294735506176949, 0, 0;0.175445407629013;2;0
76265;1000024521358351400;63726205834473;(0.031, -0.088, 0.132);(2.117, 359.382, 2.178);VALID;0.0391574054956436, 0.0150219835340977, 0.999120116233826;0, 0, 0;VALID;0.0366875566542149, 0.0180481746792793, 0.999163806438446;-0.0294735506176949, 0, 0;0.194748535752296;VALID;0.0416266620159149, 0.0119955623522401, 0.999061226844788;0.0294735506176949, 0, 0;0.174916118383408;2;0
76266;1000024521368454400;63726205834473;(0.031, -0.088, 0.132);(2.117, 359.382, 2.178);VALID;0.0449356324970722, 0.0148465605452657, 0.998879551887512;0, 0, 0;VALID;0.0425885654985905, 0.0180842131376266, 0.998929023742676;-0.0294735506176949, 0, 0;0.194894507527351;VALID;0.0472819767892361, 0.0116086695343256, 0.998814105987549;0.0294735506176949, 0, 0;0.175438761711121;2;0
76267;1000024521378500300;63726205834490;(0.030, -0.087, 0.132);(1.986, 358.856, 2.161);VALID;0.0496998056769371, 0.0144204245880246, 0.998660087585449;0, 0, 0;VALID;0.049187820404768, 0.0175889190286398, 0.99863463640213;-0.0294735506176949, 0, 0;0.194664642214775;VALID;0.050211276859045, 0.0112517829984427, 0.998675227165222;0.0294735506176949, 0, 0;0.175384044647217;2;0
76268;1000024521388430100;63726205834508;(0.029, -0.088, 0.133);(1.869, 358.376, 2.138);VALID;0.0547607392072678, 0.0138565972447395, 0.998403370380402;0, 0, 0;VALID;0.0556643605232239, 0.016911968588829, 0.998306274414063;-0.0294735506176949, 0, 0;0.195122838020325;VALID;0.0538565590977669, 0.0108010862022638, 0.998490273952484;0.0294735506176949, 0, 0;0.175206735730171;2;0
76269;1000024521398501900;63726205834508;(0.029, -0.088, 0.133);(1.869, 358.376, 2.138);VALID;0.0597694590687752, 0.0132635179907084, 0.998124063014984;0, 0, 0;VALID;0.0615906491875649, 0.016262287274003, 0.997969031333923;-0.0294735506176949, 0, 0;0.194531962275505;VALID;0.0579475313425064, 0.0102645847946405, 0.998266875743866;0.0294735506176949, 0, 0;0.175493359565735;2;0
76270;1000024521408510500;63726205834524;(0.028, -0.088, 0.134);(1.774, 357.917, 2.117);VALID;0.0647586733102798, 0.0125531749799848, 0.997821986675262;0, 0, 0;VALID;0.0673984661698341, 0.0157036706805229, 0.997602522373199;-0.0294735506176949, 0, 0;0.194906204938889;VALID;0.0621177852153778, 0.00940246600657701, 0.998024523258209;0.0294735506176949, 0, 0;0.175544336438179;2;0
76271;1000024521418486800;63726205834524;(0.028, -0.088, 0.134);(1.774, 357.917, 2.117);VALID;0.0699961557984352, 0.0116661358624697, 0.997479021549225;0, 0, 0;VALID;0.0729857310652733, 0.0151169076561928, 0.997218430042267;-0.0294735506176949, 0, 0;0.194932267069817;VALID;0.0670051202178001, 0.00821512006223202, 0.997718811035156;0.0294735506176949, 0, 0;0.176224187016487;2;0
76272;1000024521428543700;63726205834541;(0.027, -0.088, 0.135);(1.666, 357.456, 2.136);VALID;0.0753972604870796, 0.0108813084661961, 0.997094213962555;0, 0, 0;VALID;0.0783929377794266, 0.0144557263702154, 0.996817708015442;-0.0294735506176949, 0, 0;0.195223599672318;VALID;0.0723999291658401, 0.00730665307492018, 0.99734890460968;0.0294735506176949, 0, 0;0.176378890872002;2;0
76273;1000024521438617300;63726205834560;(0.026, -0.088, 0.136);(1.563, 356.967, 2.154);VALID;0.079987496137619, 0.00963691994547844, 0.99674928188324;0, 0, 0;VALID;0.083484910428524, 0.0135947596281767, 0.996416330337524;-0.0294735506176949, 0, 0;0.195365011692047;VALID;0.0764878466725349, 0.00567881157621741, 0.9970543384552;0.0294735506176949, 0, 0;0.175826087594032;2;0
76274;1000024521448607600;63726205834560;(0.026, -0.088, 0.136);(1.563, 356.967, 2.154);VALID;0.0846699699759483, 0.00812864396721125, 0.996375918388367;0, 0, 0;VALID;0.0881537720561028, 0.0123862586915493, 0.996029853820801;-0.0294735506176949, 0, 0;0.195738822221756;VALID;0.081183597445488, 0.00387078290805221, 0.996691644191742;0.0294735506176949, 0, 0;0.176163882017136;2;0
76275;1000024521458603900;63726205834577;(0.025, -0.088, 0.137);(1.512, 356.609, 2.169);VALID;0.0898821279406548, 0.00670783640816808, 0.995929837226868;0, 0, 0;VALID;0.0933533236384392, 0.0109058255329728, 0.995573341846466;-0.0294735506176949, 0, 0;0.195520222187042;VALID;0.086408257484436, 0.00250964728184044, 0.996256649494171;0.0294735506176949, 0, 0;0.176843598484993;2;0
76276;1000024521468582500;63726205834577;(0.025, -0.088, 0.137);(1.512, 356.609, 2.169);VALID;0.0949717611074448, 0.00440369732677937, 0.995470225811005;0, 0, 0;VALID;0.0981166809797287, 0.00928251072764397, 0.995131611824036;-0.0294735506176949, 0, 0;0.195561304688454;VALID;0.0918236300349236, -0.00047526479465887, 0.995775163173676;0.0294735506176949, 0, 0;0.176806405186653;2;0
76277;1000024521478605600;63726205834593;(0.025, -0.089, 0.138);(1.518, 356.348, 2.136);VALID;0.0998406037688255, 0.00165236997418106, 0.995002090930939;0, 0, 0;VALID;0.102970845997334, 0.00739199249073863, 0.994656920433044;-0.0294735506176949, 0, 0;0.19538077712059;VALID;0.0967060849070549, -0.0040873228572309, 0.995304584503174;0.0294735506176949, 0, 0;0.178038850426674;2;0
76278;1000024521488608300;63726205834593;(0.025, -0.089, 0.138);(1.518, 356.348, 2.136);VALID;0.10425641387701, -0.000627749657724053, 0.994550228118896;0, 0, 0;VALID;0.107931099832058, 0.00519176200032234, 0.994144797325134;-0.0294735506176949, 0, 0;0.195468217134476;VALID;0.100576773285866, -0.00644723139703274, 0.994908392429352;0.0294735506176949, 0, 0;0.176327005028725;2;0
76279;1000024521498770100;63726205834609;(0.024, -0.089, 0.139);(1.568, 356.123, 2.118);VALID;0.107227489352226, -0.00604954734444618, 0.994216084480286;0, 0, 0;VALID;0.111067518591881, 5.94645171076991E-05, 0.99381285905838;-0.0294735506176949, 0, 0;0.196530416607857;VALID;0.103381864726543, -0.0121582429856062, 0.994567453861237;0.0294735506176949, 0, 0;0.176226660609245;2;0
76280;1000024521508756100;63726205834627;(0.024, -0.089, 0.139);(1.705, 355.974, 2.096);VALID;0.103855274617672, -0.0323492810130119, 0.994066178798676;0, 0, 0;VALID;0.107605740427971, -0.0236754082143307, 0.993911683559418;-0.0294735506176949, 0, 0;0.195549845695496;VALID;0.10009554028511, -0.0410202629864216, 0.994131922721863;0.0294735506176949, 0, 0;0.17742994427681;2;0
76281;1000024521518746600;63726205834627;(0.024, -0.089, 0.139);(1.705, 355.974, 2.096);VALID;0.102704226970673, -0.0641924291849136, 0.992638468742371;0, 0, 0;VALID;0.106513172388077, -0.055572047829628, 0.992757141590118;-0.0294735506176949, 0, 0;0.202378660440445;VALID;0.0988861620426178, -0.0728071182966232, 0.992431700229645;0.0294735506176949, 0, 0;0.181413516402245;2;0
76282;1000024521528733900;63726205834643;(0.023, -0.090, 0.140);(1.884, 355.877, 2.060);VALID;0.101276867091656, -0.0894234701991081, 0.990831196308136;0, 0, 0;VALID;0.105266764760017, -0.0811093002557755, 0.991130769252777;-0.0294735506176949, 0, 0;0.20295187830925;VALID;0.0972783491015434, -0.0977300330996513, 0.990447282791138;0.0294735506176949, 0, 0;0.182026728987694;2;0
76283;1000024521538664800;63726205834659;(0.023, -0.091, 0.142);(2.105, 355.827, 1.982);VALID;0.100070863962173, -0.105184882879257, 0.989404857158661;0, 0, 0;VALID;0.104316547513008, -0.0967220664024353, 0.98982971906662;-0.0294735506176949, 0, 0;0.202328905463219;VALID;0.0958161875605583, -0.113638244569302, 0.988891124725342;0.0294735506176949, 0, 0;0.181792825460434;2;0
76284;1000024521548674400;63726205834659;(0.023, -0.091, 0.142);(2.105, 355.827, 1.982);VALID;0.0996122509241104, -0.116821378469467, 0.988144814968109;0, 0, 0;VALID;0.103870548307896, -0.108594924211502, 0.988644540309906;-0.0294735506176949, 0, 0;0.202341645956039;VALID;0.0953453779220581, -0.125037789344788, 0.987560033798218;0.0294735506176949, 0, 0;0.182107880711555;2;0
76285;1000024521558825600;63726205834676;(0.022, -0.092, 0.143);(2.342, 355.836, 1.874);VALID;0.0993143245577812, -0.123654440045357, 0.987343013286591;0, 0, 0;VALID;0.103983737528324, -0.114445373415947, 0.987972497940063;-0.0294735506176949, 0, 0;0.202275216579437;VALID;0.0946342796087265, -0.132850274443626, 0.986607909202576;0.0294735506176949, 0, 0;0.182876437902451;2;0
76286;1000024521568829200;63726205834676;(0.022, -0.092, 0.143);(2.342, 355.836, 1.874);VALID;0.0992969274520874, -0.125966861844063, 0.987052440643311;0, 0, 0;VALID;0.104337252676487, -0.116805449128151, 0.987658977508545;-0.0294735506176949, 0, 0;0.201684206724167;VALID;0.0942457094788551, -0.135114461183548, 0.986337602138519;0.0294735506176949, 0, 0;0.181558594107628;2;0
76287;1000024521578832900;63726205834692;(0.022, -0.092, 0.144);(2.541, 355.927, 1.733);VALID;0.0995703414082527, -0.12620797753334, 0.986994087696075;0, 0, 0;VALID;0.104771293699741, -0.117741040885448, 0.987501919269562;-0.0294735506176949, 0, 0;0.201133340597153;VALID;0.0943595394492149, -0.134662419557571, 0.986388504505157;0.0294735506176949, 0, 0;0.18136739730835;2;0
76288;1000024521588807100;63726205834709;(0.022, -0.092, 0.145);(2.726, 356.121, 1.575);VALID;0.0998476520180702, -0.12609376013279, 0.986980676651001;0, 0, 0;VALID;0.105349496006966, -0.117695547640324, 0.987445831298828;-0.0294735506176949, 0, 0;0.201039135456085;VALID;0.0943357199430466, -0.134479239583015, 0.986415803432465;0.0294735506176949, 0, 0;0.180743649601936;2;0
76289;1000024521598869900;63726205834709;(0.022, -0.092, 0.145);(2.726, 356.121, 1.575);VALID;0.100153379142284, -0.125011414289474, 0.987087368965149;0, 0, 0;VALID;0.105806276202202, -0.116826295852661, 0.987500190734863;-0.0294735506176949, 0, 0;0.20035021007061;VALID;0.0944905579090118, -0.133184134960175, 0.986576676368713;0.0294735506176949, 0, 0;0.181248292326927;2;0
76290;1000024521608875600;63726205834725;(0.022, -0.093, 0.145);(2.835, 356.328, 1.440);VALID;0.100325435400009, -0.12405364215374, 0.987190723419189;0, 0, 0;VALID;0.106237314641476, -0.115889191627502, 0.987564325332642;-0.0294735506176949, 0, 0;0.200346499681473;VALID;0.0944033488631248, -0.132205471396446, 0.986716628074646;0.0294735506176949, 0, 0;0.180131405591965;2;0
76291;1000024521618859900;63726205834725;(0.022, -0.093, 0.145);(2.835, 356.328, 1.440);VALID;0.100570149719715, -0.123146198689938, 0.987279415130615;0, 0, 0;VALID;0.106692157685757, -0.114848501980305, 0.987636864185333;-0.0294735506176949, 0, 0;0.200049087405205;VALID;0.0944374352693558, -0.1314307898283, 0.986816883087158;0.0294735506176949, 0, 0;0.179793536663055;2;0
76292;1000024521628983900;63726205834742;(0.022, -0.093, 0.147);(2.790, 356.616, 1.352);VALID;0.100467376410961, -0.122122369706631, 0.987417042255402;0, 0, 0;VALID;0.106783397495747, -0.114011585712433, 0.987724006175995;-0.0294735506176949, 0, 0;0.19984558224678;VALID;0.0941407233476639, -0.130220234394073, 0.987005710601807;0.0294735506176949, 0, 0;0.179512590169907;2;0
76293;1000024521638899800;63726205834759;(0.022, -0.093, 0.148);(2.545, 356.935, 1.289);VALID;0.10035452246666, -0.120996497571468, 0.987567126750946;0, 0, 0;VALID;0.106837071478367, -0.113012343645096, 0.987833023071289;-0.0294735506176949, 0, 0;0.199407756328583;VALID;0.093861348927021, -0.128967851400375, 0.987196683883667;0.0294735506176949, 0, 0;0.17939504981041;2;0
76294;1000024521648941000;63726205834759;(0.022, -0.093, 0.148);(2.545, 356.935, 1.289);VALID;0.100108869373798, -0.119900718331337, 0.987725675106049;0, 0, 0;VALID;0.106652945280075, -0.112033985555172, 0.987964332103729;-0.0294735506176949, 0, 0;0.199388891458511;VALID;0.0935543105006218, -0.127754881978035, 0.987383544445038;0.0294735506176949, 0, 0;0.178762629628181;2;0
76295;1000024521658982700;63726205834775;(0.022, -0.093, 0.149);(2.203, 357.230, 1.227);VALID;0.0997061356902123, -0.118957057595253, 0.987880527973175;0, 0, 0;VALID;0.106392905116081, -0.111169412732124, 0.988090038299561;-0.0294735506176949, 0, 0;0.199360802769661;VALID;0.0930088609457016, -0.126732155680656, 0.987566888332367;0.0294735506176949, 0, 0;0.179693907499313;2;0
76296;1000024521668909400;63726205834775;(0.022, -0.093, 0.149);(2.203, 357.230, 1.227);VALID;0.0989673361182213, -0.118744932115078, 0.987980306148529;0, 0, 0;VALID;0.105986028909683, -0.111060090363026, 0.988146066665649;-0.0294735506176949, 0, 0;0.199423730373383;VALID;0.0919379219412804, -0.126416906714439, 0.987707555294037;0.0294735506176949, 0, 0;0.178988918662071;2;0
76297;1000024521678961300;63726205834792;(0.022, -0.093, 0.150);(1.740, 357.491, 1.156);VALID;0.0983647853136063, -0.120808996260166, 0.98779022693634;0, 0, 0;VALID;0.105548657476902, -0.113122820854187, 0.98795884847641;-0.0294735506176949, 0, 0;0.199913769960403;VALID;0.0911700204014778, -0.128481790423393, 0.987512230873108;0.0294735506176949, 0, 0;0.179671719670296;2;0
76298;1000024521689051600;63726205834808;(0.022, -0.092, 0.151);(0.960, 357.772, 1.085);VALID;0.0977037698030472, -0.138178363442421, 0.985576331615448;0, 0, 0;VALID;0.104936294257641, -0.129260629415512, 0.986042618751526;-0.0294735506176949, 0, 0;0.203979596495628;VALID;0.0904583483934402, -0.147077843546867, 0.984979867935181;0.0294735506176949, 0, 0;0.182406857609749;2;0
76299;1000024521699048400;63726205834808;(0.022, -0.092, 0.151);(0.960, 357.772, 1.085);VALID;0.0966694205999374, -0.163077965378761, 0.981865882873535;0, 0, 0;VALID;0.104373686015606, -0.151348039507866, 0.982954680919647;-0.0294735506176949, 0, 0;0.203524991869926;VALID;0.0889460071921349, -0.174775585532188, 0.980582535266876;0.0294735506176949, 0, 0;0.184065520763397;2;0
76300;1000024521709108100;63726205834826;(0.022, -0.092, 0.153);(359.880, 358.059, 1.189);VALID;0.0952720120549202, -0.190453678369522, 0.977062225341797;0, 0, 0;VALID;0.102437995374203, -0.177470654249191, 0.978780150413513;-0.0294735506176949, 0, 0;0.207544401288033;VALID;0.0880848094820976, -0.203394249081612, 0.975126564502716;0.0294735506176949, 0, 0;0.185035079717636;2;0
76301;1000024521719125100;63726205834826;(0.022, -0.092, 0.153);(359.880, 358.059, 1.189);VALID;0.0953081324696541, -0.220637634396553, 0.970688104629517;0, 0, 0;VALID;0.102257184684277, -0.206304550170898, 0.97312992811203;-0.0294735506176949, 0, 0;0.205996662378311;VALID;0.0883343368768692, -0.234913423657417, 0.967994153499603;0.0294735506176949, 0, 0;0.18660207092762;2;0
76302;1000024521729107800;63726205834842;(0.022, -0.090, 0.154);(359.185, 358.164, 1.521);INVALID;;;INVALID;;;;INVALID;;;;;
76303;1000024521739104300;63726205834858;(0.021, -0.089, 0.155);(358.489, 358.182, 2.002);VALID;-0.0504033304750919, -0.272604048252106, 0.960805177688599;-0.0294735506176949, 0, 0;VALID;-0.0504033304750919, -0.272604048252106, 0.960805177688599;-0.0294735506176949, 0, 0;0.210980758070946;INVALID;;;;2;0
76304;1000024521749113600;63726205834858;(0.021, -0.089, 0.155);(358.489, 358.182, 2.002);INVALID;;;INVALID;;;;INVALID;;;;;
76305;1000024521759222600;63726205834876;(0.021, -0.089, 0.156);(357.551, 358.094, 2.637);INVALID;;;INVALID;;;;INVALID;;;;;
76306;1000024521769154200;63726205834876;(0.021, -0.089, 0.156);(357.551, 358.094, 2.637);INVALID;;;INVALID;;;;INVALID;;;;;
76307;1000024521779183000;63726205834892;(0.020, -0.087, 0.157);(356.630, 358.072, 3.254);INVALID;;;INVALID;;;;INVALID;;;;;
76308;1000024521789161000;63726205834908;(0.020, -0.086, 0.158);(355.702, 358.007, 3.953);INVALID;;;INVALID;;;;INVALID;;;;;
76309;1000024521799237700;63726205834908;(0.020, -0.086, 0.158);(355.702, 358.007, 3.953);INVALID;;;INVALID;;;;INVALID;;;;;
76310;1000024521809265600;63726205834926;(0.019, -0.085, 0.159);(354.732, 357.897, 4.758);INVALID;;;INVALID;;;;INVALID;;;;;
76311;1000024521819336200;63726205834943;(0.019, -0.084, 0.159);(353.977, 357.842, 5.345);INVALID;;;INVALID;;;;INVALID;;;;;
76312;1000024521829332200;63726205834943;(0.019, -0.084, 0.159);(353.977, 357.842, 5.345);INVALID;;;INVALID;;;;INVALID;;;;;
76313;1000024521839317700;63726205834959;(0.018, -0.082, 0.159);(353.256, 357.869, 5.810);INVALID;;;INVALID;;;;INVALID;;;;;
76314;1000024521849373200;63726205834959;(0.018, -0.082, 0.159);(353.256, 357.869, 5.810);INVALID;;;INVALID;;;;INVALID;;;;;
76315;1000024521859377200;63726205834976;(0.018, -0.082, 0.160);(352.535, 357.961, 6.285);INVALID;;;INVALID;;;;INVALID;;;;;
76316;1000024521869312000;63726205834976;(0.018, -0.082, 0.160);(352.535, 357.961, 6.285);INVALID;;;INVALID;;;;INVALID;;;;;
76317;1000024521879498100;63726205834993;(0.018, -0.081, 0.160);(352.002, 358.112, 6.776);INVALID;;;INVALID;;;;INVALID;;;;;
76318;1000024521889429100;63726205835010;(0.017, -0.080, 0.159);(351.621, 358.339, 7.138);INVALID;;;INVALID;;;;INVALID;;;;;
76319;1000024521899506400;63726205835010;(0.017, -0.080, 0.159);(351.621, 358.339, 7.138);INVALID;;;INVALID;;;;INVALID;;;;;
76320;1000024521909436000;63726205835026;(0.020, -0.076, 0.153);(351.272, 358.682, 7.208);INVALID;;;INVALID;;;;INVALID;;;;;
76321;1000024521919520800;63726205835043;(0.020, -0.076, 0.152);(350.927, 359.113, 7.211);INVALID;;;INVALID;;;;INVALID;;;;;
76322;1000024521929512100;63726205835043;(0.020, -0.076, 0.152);(350.927, 359.113, 7.211);INVALID;;;INVALID;;;;INVALID;;;;;
76323;1000024521939388100;63726205835060;(0.020, -0.076, 0.152);(350.677, 359.572, 7.199);INVALID;;;INVALID;;;;INVALID;;;;;
76324;1000024521949619800;63726205835060;(0.020, -0.076, 0.152);(350.677, 359.572, 7.199);INVALID;;;INVALID;;;;INVALID;;;;;
76325;1000024521959582100;63726205835076;(0.020, -0.075, 0.152);(350.535, 0.010, 7.232);INVALID;;;INVALID;;;;INVALID;;;;;
76326;1000024521969580900;63726205835093;(0.021, -0.075, 0.151);(350.338, 0.534, 7.251);INVALID;;;INVALID;;;;INVALID;;;;;
76327;1000024521979560700;63726205835093;(0.021, -0.075, 0.151);(350.338, 0.534, 7.251);INVALID;;;INVALID;;;;INVALID;;;;;
76328;1000024521989553500;63726205835110;(0.021, -0.075, 0.151);(350.230, 1.115, 7.247);INVALID;;;INVALID;;;;INVALID;;;;;
76329;1000024521999606100;63726205835110;(0.021, -0.075, 0.151);(350.230, 1.115, 7.247);INVALID;;;INVALID;;;;INVALID;;;;;
76330;1000024522009748500;63726205835126;(0.022, -0.075, 0.150);(350.092, 1.654, 7.266);INVALID;;;INVALID;;;;INVALID;;;;;
76331;1000024522019747000;63726205835143;(0.023, -0.074, 0.147);(349.955, 2.166, 7.303);INVALID;;;INVALID;;;;INVALID;;;;;
76332;1000024522029704600;63726205835143;(0.023, -0.074, 0.147);(349.955, 2.166, 7.303);INVALID;;;INVALID;;;;INVALID;;;;;
76333;1000024522039679800;63726205835160;(0.024, -0.074, 0.146);(349.843, 2.679, 7.275);INVALID;;;INVALID;;;;INVALID;;;;;
76334;1000024522049748300;63726205835160;(0.024, -0.074, 0.146);(349.843, 2.679, 7.275);INVALID;;;INVALID;;;;INVALID;;;;;
76335;1000024522059719700;63726205835176;(0.024, -0.074, 0.146);(349.719, 3.139, 7.272);INVALID;;;INVALID;;;;INVALID;;;;;
76336;1000024522069803500;63726205835194;(0.024, -0.075, 0.147);(349.557, 3.680, 7.282);INVALID;;;INVALID;;;;INVALID;;;;;
76337;1000024522079809600;63726205835194;(0.024, -0.075, 0.147);(349.557, 3.680, 7.282);INVALID;;;INVALID;;;;INVALID;;;;;
76338;1000024522089837000;63726205835208;(0.024, -0.075, 0.147);(349.402, 4.090, 7.301);INVALID;;;INVALID;;;;INVALID;;;;;
76339;1000024522099819300;63726205835225;(0.025, -0.075, 0.147);(349.169, 4.571, 7.318);INVALID;;;INVALID;;;;INVALID;;;;;
76340;1000024522109834300;63726205835225;(0.025, -0.075, 0.147);(349.169, 4.571, 7.318);INVALID;;;INVALID;;;;INVALID;;;;;
76341;1000024522119822300;63726205835242;(0.025, -0.074, 0.146);(348.943, 5.032, 7.328);INVALID;;;INVALID;;;;INVALID;;;;;
76342;1000024522129852200;63726205835242;(0.025, -0.074, 0.146);(348.943, 5.032, 7.328);INVALID;;;INVALID;;;;INVALID;;;;;
76343;1000024522139940100;63726205835259;(0.025, -0.075, 0.146);(348.710, 5.465, 7.341);INVALID;;;INVALID;;;;INVALID;;;;;
76344;1000024522149967100;63726205835259;(0.025, -0.075, 0.146);(348.710, 5.465, 7.341);INVALID;;;INVALID;;;;INVALID;;;;;
76345;1000024522159951300;63726205835275;(0.026, -0.075, 0.146);(348.544, 5.891, 7.352);INVALID;;;INVALID;;;;INVALID;;;;;
76346;1000024522169944600;63726205835276;(0.026, -0.075, 0.146);(348.544, 5.891, 7.352);INVALID;;;INVALID;;;;INVALID;;;;;
76348;1000024522189972500;63726205835309;(0.028, -0.073, 0.141);(348.333, 6.715, 7.166);INVALID;;;INVALID;;;;INVALID;;;;;
76349;1000024522200133800;63726205835309;(0.028, -0.073, 0.141);(348.333, 6.715, 7.166);INVALID;;;INVALID;;;;INVALID;;;;;
76350;1000024522210098600;63726205835325;(0.030, -0.071, 0.137);(348.315, 7.108, 6.971);INVALID;;;INVALID;;;;INVALID;;;;;
76351;1000024522220106000;63726205835342;(0.031, -0.072, 0.136);(348.315, 7.522, 6.778);INVALID;;;INVALID;;;;INVALID;;;;;
